,target,source,dialect,region,speaker,utterance
114401,True,childes,Mexican,Mexico,MOT-PLG,"y Patricio, no pero ella también puede jugar ."
114413,True,childes,Mexican,Mexico,LAD-PLG,y eso es lo que a mí no me gusta .
114418,True,childes,Mexican,Mexico,LAD-PLG,las dos tienen que cuidar sus cosas porque son de ustedes dos .
114422,True,childes,Mexican,Mexico,LAD-PLG,así como tú dices .
114423,True,childes,Mexican,Mexico,LAD-PLG,yo quiero ese juguete .
114424,True,childes,Mexican,Mexico,LAD-PLG,no pero es que lo tienes que compartir con ella .
114438,True,childes,Mexican,Mexico,LAD-PLG,"y quiero esto, y quiero lo otro, y dame esto, y dame lo otro ."
114443,True,childes,Mexican,Mexico,MOT-PLG,+< la angustia .
114446,True,childes,Mexican,Mexico,LAD-PLG,"porque el, empieza a ladrar la perra y se agarra ."
114477,True,childes,Mexican,Mexico,LAD-PLG,que me haga sufrir a la chiquita .
114496,True,childes,Mexican,Mexico,LAD-PLG,y quiso uno de esos .
114503,True,childes,Mexican,Mexico,LAD-PLG,"dice, &ay pero es que no la puedo, este (..) bajar más tarde porque me voy temprano a trabajar ."
114513,True,childes,Mexican,Mexico,MOT-PLG,el día de la fiesta de Beto .
114517,True,childes,Mexican,Mexico,MOT-PLG,"le digo, mira son bien chiquitos y con la niñas más ."
114523,True,childes,Mexican,Mexico,MOT-PLG,"&ah pues ya ves que estábamos en la casa y dice Patricio, es que yo ya tengo hambre ."
114525,True,childes,Mexican,Mexico,MOT-PLG,y busqué y ya no había jamón .
114547,True,childes,Mexican,Mexico,MOT-PLG,"y me dice, &ay no pero me da mucha pena ."
114559,True,childes,Mexican,Mexico,MOT-PLG,"ya me lo acabé mamá es que tengo hambre, es que tengo hambre ."
114586,True,childes,Mexican,Mexico,LAD-PLG,"oye, quieres guisado ?"
114600,True,childes,Mexican,Mexico,LAD-PLG,le dijo a Nadi .
114603,True,childes,Mexican,Mexico,LAD-PLG,"dice, es que eres bien conchuda Nadi ."
114616,True,childes,Mexican,Mexico,LAD-PLG,y sabes cómo ella la entretiene ?
114629,True,childes,Mexican,Mexico,MOT-PLG,"pero mamá es que tú, así como que ."
114633,True,childes,Mexican,Mexico,MOT-PLG,"y le digo, sí ."
114634,True,childes,Mexican,Mexico,MOT-PLG,"y voltea Patricio, me decía, pero tú vas a ir ."
114636,True,childes,Mexican,Mexico,MOT-PLG,"y le dice, sí Pato, no te preocupes, nos llevamos también a tu mamá ."
114647,True,childes,Mexican,Mexico,MOT-PLG,ahora ya hasta con los niños .
114689,True,childes,Mexican,Mexico,LAD-PLG,sabes qué ?
114692,True,childes,Mexican,Mexico,LAD-PLG,"estoy platicando y haciendo, no ?"
114704,True,childes,Mexican,Mexico,MOT-PLG,y se mete a bañar y entro y le saco &to .
114709,True,childes,Mexican,Mexico,LAD-PLG,yo también así soy .
114744,True,childes,Mexican,Mexico,LAD-PLG,y má(s) la chiquita .
114748,True,childes,Mexican,Mexico,LAD-PLG,"le digo porque, &ay no tenía una perra ."
114763,True,childes,Mexican,Mexico,FRI-SLV,de qué ?
114766,True,childes,Mexican,Mexico,MOT-SLV,así ?
114770,True,childes,Mexican,Mexico,MOT-SLV,y qué le dijo tu mamá ?
114787,True,childes,Mexican,Mexico,MOT-SLV,dije bueno pues ya .
114797,True,childes,Mexican,Mexico,MOT-SLV,aha .
114800,True,childes,Mexican,Mexico,FRI-SLV,ya como que estaba más contento .
114806,True,childes,Mexican,Mexico,MOT-SLV,"también a Sofi le dije, bueno pues ni modo ."
114811,True,childes,Mexican,Mexico,MOT-SLV,"entonces le digo a Fer ya no le digas nada de que, que se va ir a prepri, le digo ya cuando este ahí ya, igual ya cambia, no ?"
114813,True,childes,Mexican,Mexico,MOT-SLV,pero sí que no quiere ir a prepri y le digo pues le digo ahora hay que echarle ganas .
114829,True,childes,Mexican,Mexico,MOT-SLV,sí .
114831,True,childes,Mexican,Mexico,MOT-SLV,"si me lo dice no le, la verdad que no le creo porque aquí cambia total ."
114834,True,childes,Mexican,Mexico,MOT-SLV,"bueno porque dije, bueno Ingrid también no fue así muy, de que este, que estuviera bien y todo ."
114869,True,childes,Mexican,Mexico,FRI-SLV,bueno al menos se va a acompañar con Tona .
114875,True,childes,Mexican,Mexico,MOT-SLV,+< Sofi .
114877,True,childes,Mexican,Mexico,FRI-SLV,"&mhm sí ya, ya como menos se siente ."
114894,True,childes,Mexican,Mexico,FRI-SLV,&mm que Sofi .
114898,True,childes,Mexican,Mexico,FRI-SLV,"&mhm, sí ."
114902,True,childes,Mexican,Mexico,FRI-SLV,"yo digo que también allí este, pues sí un cosa es que si falta, pero sí le hubieran puesto otro compañerito allí ."
114913,True,childes,Mexican,Mexico,MOT-SLV,"pero entonces yo le había dicho, pues dile a la miss que te ponga con otro niño o que mueva, le digo que mueva el, las pasos para que también no se queden las dos solas ."
114921,True,childes,Mexican,Mexico,FRI-SLV,pues sí .
114926,True,childes,Mexican,Mexico,FRI-SLV,+< pues te ponga con un niño .
114930,True,childes,Mexican,Mexico,FRI-SLV,"+, se queda solito ."
114933,True,childes,Mexican,Mexico,MOT-SLV,de que faltaban niños y que pues ahora si ya que pueden hacer ellas .
114939,True,childes,Mexican,Mexico,MOT-SLV,bailando ?
114967,True,childes,Mexican,Mexico,MOT-SLV,"dijo Manuel, también a mí me gustó ese ."
114975,True,childes,Mexican,Mexico,MOT-SLV,"+< se movió, &mhm ."
114987,True,childes,Mexican,Mexico,MOT-SLV,"y digo a Fer le digo pues hay más, también hay más nenitas llenitas ."
115002,True,childes,Mexican,Mexico,MOT-SLV,"y digo, voy a preguntar cuánto cuesta ."
115012,True,childes,Mexican,Mexico,FRI-SLV,la cosa es que llegue cansada .
115017,True,childes,Mexican,Mexico,MOT-SLV,pues si de eso se trata .
115025,True,childes,Mexican,Mexico,MOT-SLV,"y que, pero nada más creo que son dos semanas ."
115026,True,childes,Mexican,Mexico,FRI-SLV,"es una, quizás estaban manejando una temporada y segunda ."
115031,True,childes,Mexican,Mexico,FRI-SLV,uy y ya por si no son muchos y ya .
115036,True,childes,Mexican,Mexico,FRI-SLV,&mm .
115047,True,childes,Mexican,Mexico,MOT-SLV,&mm .
115049,True,childes,Mexican,Mexico,MOT-SLV,a pues está bien .
115062,True,childes,Mexican,Mexico,FRI-SLV,pues es que hasta diciembre .
115078,True,childes,Mexican,Mexico,FRI-SLV,ah .
115085,True,childes,Mexican,Mexico,MOT-SLV,&mhm .
115089,True,childes,Mexican,Mexico,MOT-SLV,quién sabe que será .
115091,True,childes,Mexican,Mexico,MOT-SLV,sí ?
115094,True,childes,Mexican,Mexico,MOT-SLV,muy fuerte .
115113,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115116,True,childes,Mexican,Mexico,MOT-SLV,"sí digo, es que así no es justo ."
115120,True,childes,Mexican,Mexico,FRI-SLV,no ?
115149,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115160,True,childes,Mexican,Mexico,MOT-SLV,ni modo que veamos como adornan y todo pero pues es qué .
115162,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115179,True,childes,Mexican,Mexico,MOT-SLV,"para lo que te pareció, no te pareció ."
115202,True,childes,Mexican,Mexico,MOT-SLV,sí .
115206,True,childes,Mexican,Mexico,MOT-SLV,&mhm .
115225,True,childes,Mexican,Mexico,FRI-SLV,"el, de, fue el baile la sirenita, no ?"
115226,True,childes,Mexican,Mexico,MOT-SLV,+< sirena .
115231,True,childes,Mexican,Mexico,MOT-SLV,"ah se veía bonito, verdad ?"
115234,True,childes,Mexican,Mexico,MOT-SLV,"le digo, pero se ve bonito así justito ."
115254,True,childes,Mexican,Mexico,FRI-SLV,&mm .
115256,True,childes,Mexican,Mexico,MOT-SLV,"todos bien contentos y &can , la música, y todo ."
115284,True,childes,Mexican,Mexico,MOT-SLV,ya .
115286,True,childes,Mexican,Mexico,MOT-SLV,sí .
115297,True,childes,Mexican,Mexico,MOT-SLV,porque pues sí se ve mejor así todas igualitas .
115308,True,childes,Mexican,Mexico,MOT-SLV,+< más movida .
115309,True,childes,Mexican,Mexico,MOT-SLV,sí .
115325,True,childes,Mexican,Mexico,MOT-SLV,es lo bueno .
115329,True,childes,Mexican,Mexico,FRI-SLV,sí .
115349,True,childes,Mexican,Mexico,FRI-SLV,&mm .
115350,True,childes,Mexican,Mexico,MOT-SLV,"voy a, bueno pues yo creo que a preguntarle a la maestra ."
115361,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115372,True,childes,Mexican,Mexico,MOT-SLV,bueno ya ni le digo .
115383,True,childes,Mexican,Mexico,MOT-SLV,"estuvo varios días en este, en kínder ."
115384,True,childes,Mexican,Mexico,MOT-SLV,"ya hasta que dijeron no ya, a prepri ."
115402,True,childes,Mexican,Mexico,MOT-SLV,aquí sí no hace berrinches ni nada .
115406,True,childes,Mexican,Mexico,FRI-SLV,sí no .
115411,True,childes,Mexican,Mexico,MOT-SLV,"nada más que ni, bueno, ahora que la levante temprano a la clase de Fer que la tuve a las siete y media ?"
115437,True,childes,Mexican,Mexico,FRI-SLV,"y no estuvo chillando, ni nada ?"
115454,True,childes,Mexican,Mexico,MOT-SLV,"+, Fer en kínder, desde kínder dos ya empezó a llegar temprano ."
115455,True,childes,Mexican,Mexico,MOT-SLV,"junto con Ingrid, y no llora ."
115462,True,childes,Mexican,Mexico,FRI-SLV,ah ya .
115464,True,childes,Mexican,Mexico,FRI-SLV,ah .
115483,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115489,True,childes,Mexican,Mexico,MOT-SLV,"llega a acostarse, que le dé su comida ."
115494,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115501,True,childes,Mexican,Mexico,MOT-SLV,sí .
115503,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115507,True,childes,Mexican,Mexico,MOT-SLV,"pero yo creo como le gusta venir, sí se para ."
115536,True,childes,Mexican,Mexico,MOT-SLV,pues ni modo que se enoje .
115549,True,childes,Mexican,Mexico,FRI-SLV,es que sí es un gastito .
115555,True,childes,Mexican,Mexico,FRI-SLV,cuarto ?
115557,True,childes,Mexican,Mexico,MOT-SLV,sí .
115558,True,childes,Mexican,Mexico,FRI-SLV,creo que el que no tuvo fue tercero .
115561,True,childes,Mexican,Mexico,MOT-SLV,y el de cuarto .
115567,True,childes,Mexican,Mexico,MOT-SLV,voy a conseguir .
115579,True,childes,Mexican,Mexico,FRI-SLV,a lo mejor ella lo tuvo en su compañita de Olin .
115598,True,childes,Mexican,Mexico,FRI-SLV,aha no pues mejor recuperar algo .
115601,True,childes,Mexican,Mexico,FRI-SLV,"sí yo creo que eran de quinto o de sexto, algo así ."
115603,True,childes,Mexican,Mexico,MOT-SLV,sí el de quinto y sexto sí lo tengo .
115604,True,childes,Mexican,Mexico,MOT-SLV,sí ya no más faltaría el de cuarto .
115606,True,childes,Mexican,Mexico,FRI-SLV,sí .
115607,True,childes,Mexican,Mexico,MOT-SLV,"cuando entre a primero, luego segundo ."
115627,True,childes,Mexican,Mexico,FRI-SLV,los compares y .
115630,True,childes,Mexican,Mexico,MOT-SLV,sí .
115637,True,childes,Mexican,Mexico,FRI-SLV,después ya tiene dos .
115653,True,childes,Mexican,Mexico,MOT-SLV,no .
115660,True,childes,Mexican,Mexico,MOT-SLV,"le digo a Ingrid pues tienes que echarle ganas para que, este, con la prepa pues ahora sí a ver si se queda en la ocho ."
115677,True,childes,Mexican,Mexico,FRI-SLV,échale ganas y esto para que se queden .
115701,True,childes,Mexican,Mexico,FRI-SLV,a la diez .
115709,True,childes,Mexican,Mexico,MOT-SLV,públicas y más bien privadas ?
115723,True,childes,Mexican,Mexico,MOT-SLV,+< a la diez .
115728,True,childes,Mexican,Mexico,MOT-SLV,lo va a ser más difícil no ?
115772,True,childes,Mexican,Mexico,MOT-SLV,"pero pues, ojalá y se quede, no ?"
115776,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115789,True,childes,Mexican,Mexico,MOT-SLV,bueno pronto como estoy en la esquina pues sí está bien .
115793,True,childes,Mexican,Mexico,FRI-SLV,ay no .
115803,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115804,True,childes,Mexican,Mexico,MOT-SLV,"ahí en, &mm, como a tres cuadras de la secundaria, dice que de repente agarraron, lo empezaron a golpear, lo tiraron, le quitaron el celular, como vieron que estaba roto de la micra ."
115812,True,childes,Mexican,Mexico,FRI-SLV,y luego más sí no lo traes pues te va peor .
115835,True,childes,Mexican,Mexico,FRI-SLV,"ah sí, y sí terminó ?"
115853,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115858,True,childes,Mexican,Mexico,FRI-SLV,estudiar medicina .
115859,True,childes,Mexican,Mexico,MOT-SLV,"+< doctora, bueno medicina y luego la especialidad ."
115876,True,childes,Mexican,Mexico,MOT-SLV,sí .
115878,True,childes,Mexican,Mexico,MOT-SLV,pues yo creo que ha de ser se han de manejar en &pur con puros doctores .
115889,True,childes,Mexican,Mexico,FRI-SLV,"&mhm,  sí, no sí está muy muy difícil ."
115906,True,childes,Mexican,Mexico,FRI-SLV,&mhm .
115915,True,childes,Mexican,Mexico,FRI-SLV,"sí, pero pues están activos ."
115918,True,childes,Mexican,Mexico,MOT-SLV,bueno eso sí también .
115925,True,childes,Mexican,Mexico,MOT-SLV,dije cuando dije de medicina no como que no .
115929,True,childes,Mexican,Mexico,FRI-SLV,sí .
115961,True,childes,Mexican,Mexico,MOT-SRL,no damos una .
115964,True,childes,Mexican,Mexico,OTH1-SRL,sí .
115972,True,childes,Mexican,Mexico,OTH1-SRL,"y dijo, no tienes nada bebé ."
115985,True,childes,Mexican,Mexico,MOT-SRL,sí .
115988,True,childes,Mexican,Mexico,MOT-SRL,sí ya no se ha enfermado .
115995,True,childes,Mexican,Mexico,MOT-SRL,"diez días, me dijo &ga Gaby que diez días, porque (.) lo que pasa es que &is si muestra los síntomas o sea lo la baba, la popó aunque no sea muy frecuente las evasiones, pero sí tiene todos los síntomas ."
116008,True,childes,Mexican,Mexico,MOT-SRL,"+"" &y casi he tenido el consultorio abierto todo el día, &s porque, pues problemas que tienes unos amigos con sus hijos y los he estado revisando ."
116016,True,childes,Mexican,Mexico,OTH1-SRL,y que antes no ha llovido en estos días porque si no .
116038,True,childes,Mexican,Mexico,OTH1-SRL,"&om si no me tardé, fue rapidísimo, no &ha no había tráfico, no había nada ."
116075,True,childes,Mexican,Mexico,OTH1-SRL,"+"" p(ue)s no, no me contesta ni nada, no lo hemos visto ni nad(a), ya sé, ya huyó ."
116110,True,childes,Mexican,Mexico,MOT-SRL,&ou .
116113,True,childes,Mexican,Mexico,OTH1-SRL,que la puedo peinar .
116115,True,childes,Mexican,Mexico,MOT-SRL,+< que tenga otra opción .
116124,True,childes,Mexican,Mexico,OTH1-SRL,"pues ya ves que bien (.) dicho lo de su departamento, y ya lo dejaron, también, ya ."
116130,True,childes,Mexican,Mexico,OTH1-SRL,y también se pasa de floja Yonuen .
116133,True,childes,Mexican,Mexico,OTH1-SRL,"+"" se aplican uñas ."
116171,True,childes,Mexican,Mexico,OTH1-SRL,qué no está solita !
116183,True,childes,Mexican,Mexico,MOT-SRL,+< &je &je .
116198,True,childes,Mexican,Mexico,MOT-SRL,&ah sí ?
116200,True,childes,Mexican,Mexico,OTH1-SRL,"+"" esto es así ."
116210,True,childes,Mexican,Mexico,OTH1-SRL,"(en)to(nc)es sí le sirvió el el cambio y además atea, porque ella decía que ella no creía en nada de eso ."
116211,True,childes,Mexican,Mexico,MOT-SRL,&ja &ja &ja .
116219,True,childes,Mexican,Mexico,OTH1-SRL,+< que te sirva .
116224,True,childes,Mexican,Mexico,MOT-SRL,valió la pena .
116231,True,childes,Mexican,Mexico,OTH1-SRL,"pero, p(ue)s quién sabe, Mailis dice que es (.) Daniel ."
116232,True,childes,Mexican,Mexico,OTH1-SRL,y Chapis dice que es Donadio(l) .
116234,True,childes,Mexican,Mexico,OTH1-SRL,"claro que si lo provocas, pues él responde, no ?"
116241,True,childes,Mexican,Mexico,OTH1-SRL,&dem quién sabe porque estén más chiquitos o porque los dos tienen carácter fuerte también .
116255,True,childes,Mexican,Mexico,MOT-SRL,y cómo no le enseña a Sazek .
116257,True,childes,Mexican,Mexico,OTH1-SRL,"+< pero lo malo va a ser cuando él crezca y que ya esté, este, va a estar igual que ella, en un, en un momento van a estar igualitos y como quiera él es más fuerte ."
116258,True,childes,Mexican,Mexico,OTH1-SRL,"y ella ya se ha dado cuenta de cuando él la, la agrede también ."
116265,True,childes,Mexican,Mexico,OTH1-SRL,y ella es tranquila en la escuela ?
116280,True,childes,Mexican,Mexico,OTH1-SRL,"+, sí muy, muy, este, muy tranquila con él y todo y (..) y y que Diego es muy tranquilo también, entonces ."
116286,True,childes,Mexican,Mexico,OTH1-SRL,"y entonces si empieza a haber problemas es muy buen tiempo para que la canalicen y que, y que vean cuál es el problema que tiene ."
116318,True,childes,Mexican,Mexico,MOT-SRL,"y se nota en el comportamiento de Valeria porque antes tenía, se quedaba bien con mi mamá y todo, pero ahora ella no, ahora su mamá, y su mamá, su ma(má), y solamente está segura con su mamá ."
116323,True,childes,Mexican,Mexico,OTH1-SRL,"al kínder ya va, no ?"
116324,True,childes,Mexican,Mexico,MOT-SRL,"+< ya se va al kínder, &ujum ."
116336,True,childes,Mexican,Mexico,OTH1-SRL,+< cuatro años .
116338,True,childes,Mexican,Mexico,OTH1-SRL,"tons [: entonces] ahí es donde van a ver, si te empieza a tener problemitas, ahí es donde la van a, van a hablar con sus papás y todo eso ."
116349,True,childes,Mexican,Mexico,MOT-SRL,"sí, me comentó que (.), que yo le hiciera así como en una plática así muy sigilosamente que le dijera pues que se apegaran sólo a un médico ."
116363,True,childes,Mexican,Mexico,OTH1-SRL,"+"" &ay pero cómo no le voy a lavar las manos ?"
116369,True,childes,Mexican,Mexico,OTH1-SRL,yo veo a las señoras esas que venden en la calle cómo traen a sus hijos chiquitines ahí .
116371,True,childes,Mexican,Mexico,MOT-SRL,de cuidar la xx .
116378,True,childes,Mexican,Mexico,MOT-SRL,"ajá, no ."
116397,True,childes,Mexican,Mexico,OTH1-SRL,+< &ay la quería ver !
116423,True,childes,Mexican,Mexico,MOT-SRL,y le dije .
116452,True,childes,Mexican,Mexico,OTH1-SRL,siempre me acuerdo de la fiesta esa que arregló a Yonuen tan bonita .
116460,True,childes,Mexican,Mexico,MOT-SRL,no ?
116472,True,childes,Mexican,Mexico,OTH1-SRL,salió rápido .
116475,True,childes,Mexican,Mexico,MOT-SRL,"&ja, sí ."
116478,True,childes,Mexican,Mexico,MOT-SRL,quien chifla Sazek ?
116492,True,childes,Mexican,Mexico,OTH1-SRL,cuántas ?
116520,True,childes,Mexican,Mexico,OTH1-SRL,"+"" hija de tigre, pintica ."
116555,True,childes,Mexican,Mexico,OTH1-SRL,"+"" &ah, pos [: pues] sí, pos [: pues] qué quieres que haga ?"
116562,True,childes,Mexican,Mexico,OTH1-SRL,"sí, nos sentamos ahí abajo en una banquita y él empezó a dárselo, ya no se hablaron ."
116576,True,childes,Mexican,Mexico,MOT-SRL,&jum .
116580,True,childes,Mexican,Mexico,OTH1-SRL,"+"" &ay qué hora es ?"
116581,True,childes,Mexican,Mexico,OTH1-SRL,y como Rodrigo había quedado de pasar por nosotros a las tres para irnos a la consulta .
116621,True,childes,Mexican,Mexico,OTH1-SRL,"y conoce, no ves que dice que se quiere subir al metro ?"
116632,True,childes,Mexican,Mexico,MOT-SRL,+< &uy no al contrario .
116642,True,childes,Mexican,Mexico,OTH1-SRL,"sí, y unos y otros, &eh ?"
116650,True,childes,Mexican,Mexico,MOT-SRL,"&ujum, bien peligroso ."
116652,True,childes,Mexican,Mexico,OTH1-SRL,"+, y también premeditado de que se (.) alcanzaron a detener los dos ."
116659,True,childes,Mexican,Mexico,OTH1-SRL,&ajá .
116674,True,childes,Mexican,Mexico,OTH1-SRL,una poncha siempre se divierte .
116702,True,childes,Mexican,Mexico,MOT-YGS,xxx .
116705,True,childes,Mexican,Mexico,MOT-YGS,"ps [: pues] nada, (.) está bien ."
116719,True,childes,Mexican,Mexico,MOT-YGS,nos va a invitar .
116733,True,childes,Mexican,Mexico,MOT-YGS,"entces [: entonces] ya a ella le explicaron lo del semáforo, que si el (.) los colores ."
116745,True,childes,Mexican,Mexico,MOT-YGS,+< en el de &tran (.) el de vialidad también .
116754,True,childes,Mexican,Mexico,MOT-YGS,"+, sería otro paseo ."
116758,True,childes,Mexican,Mexico,MOT-YGS,ps [: pues] hice parte de (.) de arriba .
116760,True,childes,Mexican,Mexico,MOT-YGS,+< oye .
116765,True,childes,Mexican,Mexico,MOT-YGS,a parte de su &di &di de su habitación y eso .
116778,True,childes,Mexican,Mexico,MOT-YGS,"&ajá , al veintisiete [: veinte y siete] ?"
116782,True,childes,Mexican,Mexico,MOT-YGS,lo quitan .
116785,True,childes,Mexican,Mexico,MOT-YGS,o lo de la cocina es directamente a las habitaciones ?
116788,True,childes,Mexican,Mexico,MOT-YGS,nombres propios .
116789,True,childes,Mexican,Mexico,MOT-YGS,&m .
116790,True,childes,Mexican,Mexico,MOT-YGS,"&ah , o sea, la van variando ."
116812,True,childes,Mexican,Mexico,MOT-YGS,están remodelando ?
116813,True,childes,Mexican,Mexico,MOT-YGS,&mhm .
116916,True,childes,Mexican,Mexico,MOT-YGS,y este (.) y empezó a llorar a su hijo .
116921,True,childes,Mexican,Mexico,MOT-YGS,y ya se sale .
116938,True,childes,Mexican,Mexico,MOT-YGS,"+"" vamos hija !"
116941,True,childes,Mexican,Mexico,MOT-YGS,"ya, y me fui con mi mamá ."
116954,True,childes,Mexican,Mexico,MOT-YGS,ya ves ahora que se fueron al de Mascal ?
116959,True,childes,Mexican,Mexico,MOT-YGS,"+"" pues ya, ya este (..) ya llevo dos ."
116971,True,childes,Mexican,Mexico,MOT-YGS,según nos íbamos a ir a Chapultepec .
116972,True,childes,Mexican,Mexico,MOT-YGS,le dije a Gaby .
116979,True,childes,Mexican,Mexico,MOT-YGS,"ya, te vas a ir solo, no ?"
116992,True,childes,Mexican,Mexico,MOT-YGS,"ya, que se vaya a ver a las princesas, no ?"
117008,True,childes,Mexican,Mexico,MOT-YGS,y qué más les dijo ?
117009,True,childes,Mexican,Mexico,MOT-YGS,&mhm .
117011,True,childes,Mexican,Mexico,MOT-YGS,por eso se fue de allá (..) Mauricio ?
117020,True,childes,Mexican,Mexico,MOT-YGS,y lo del [: de la] fiesta ?
117025,True,childes,Mexican,Mexico,MOT-YGS,y ya lo vio tu papá ?
117036,True,childes,Mexican,Mexico,MOT-YGS,ya ves ayer como fue (.) su amigo según ?
117038,True,childes,Mexican,Mexico,MOT-YGS,"y se quedaron de ver mañana, no ?"
117059,True,childes,Mexican,Mexico,MOT-YGS,&mhm .
117079,True,childes,Mexican,Mexico,MOT-YGS,"dígale que no le de la dirección de ahí, que mejor le dé la dirección de aquí ."
117083,True,childes,Mexican,Mexico,MOT-YGS,&m .
117084,True,childes,Mexican,Mexico,MOT-YGS,pero ni siquiera sabe por qué .
117109,True,childes,Mexican,Mexico,MOT-YGS,&m ?
117121,True,childes,Mexican,Mexico,MOT-YGS,o una xxx .
117149,True,childes,Mexican,Mexico,MOT-YGS,"todos los papeles con las fotografías, ya tienen el certificado médico para la inscripción ."
117177,True,childes,Mexican,Mexico,MOT-YGS,porque Angélica compró los boletos de cuatrocientos .
117178,True,childes,Mexican,Mexico,MOT-YGS,fueron tres .
117181,True,childes,Mexican,Mexico,MOT-YGS,ps [: pues] con que me diera los del medio no importa .
117191,True,childes,Mexican,Mexico,MOT-YGS,&mhm .
117195,True,childes,Mexican,Mexico,MOT-YGS,no sé a qué hora sean las funciones !
117198,True,childes,Mexican,Mexico,MOT-YGS,nos veríamos en el metro Hidalgo .
117199,True,childes,Mexican,Mexico,MOT-YGS,"+< pero sin micro, en metro ."
117200,True,childes,Mexican,Mexico,MOT-YGS,pque [: porque] ahí sí hay un xxx en la noche .
117214,True,childes,Mexican,Mexico,MOT-YGS,ps [: pues] mañana le hablo (..) a ver qué me dice .
117218,True,childes,Mexican,Mexico,MOT-YGS,&mhm .
117219,True,childes,Mexican,Mexico,MOT-YGS,y tú cómo firmaste ?
117220,True,childes,Mexican,Mexico,MOT-YGS,en tu contrato que venía ?
117232,True,childes,Mexican,Mexico,MOT-YGS,él es este (.) creo que de  contabilidad o algo así .
117251,True,childes,Mexican,Mexico,MOT-YGS,su hijo de Paty .
117264,True,childes,Mexican,Mexico,MOT-YGS,entonces ?
117281,True,childes,Mexican,Mexico,MOT-YGS,"pero &dic tiene(n) lavandería ustedes, no ?"
117283,True,childes,Mexican,Mexico,MOT-YGS,ps [: pues] (es)tá bien !
117290,True,childes,Mexican,Mexico,MOT-YGS,ps [: pues] (es)tá bien entonces !
117291,True,childes,Mexican,Mexico,MOT-APA,de Chocolata ?
117301,True,childes,Mexican,Mexico,MOT-APA,quieres ver este cuento ?
117312,True,childes,Mexican,Mexico,MOT-APA,&mhm peras .
117332,True,childes,Mexican,Mexico,MOT-APA,"+< órale, una flor ?"
117352,True,childes,Mexican,Mexico,MOT-APA,ovejas son las que hacen &beehhh .
117369,True,childes,Mexican,Mexico,MOT-APA,en la cabeza de quién ?
117370,True,childes,Mexican,Mexico,MOT-APA,"no, ésta cómo se llama ?"
117374,True,childes,Mexican,Mexico,MOT-APA,"&ah, pues no sé ."
117375,True,childes,Mexican,Mexico,MOT-APA,quieres que te lea la historia ?
117378,True,childes,Mexican,Mexico,MOT-APA,"+< mírale, &ajá ."
117382,True,childes,Mexican,Mexico,MOT-APA,Chocolata !
117405,True,childes,Mexican,Mexico,MOT-APA,ya se va adónde ?
117411,True,childes,Mexican,Mexico,MOT-APA,&ajá y acá ?
117421,True,childes,Mexican,Mexico,MOT-APA,por qué ?
117422,True,childes,Mexican,Mexico,MOT-APA,qué es esto ?
117438,True,childes,Mexican,Mexico,MOT-APA,&mhm .
117459,True,childes,Mexican,Mexico,MOT-APA,"+, y la gaviota la viste ?"
117465,True,childes,Mexican,Mexico,MOT-APA,&mhm .
117480,True,childes,Mexican,Mexico,MOT-APA,"a_ver ya, ya déjamelo tomar ."
117498,True,childes,Mexican,Mexico,MOT-APA,adónde fue Chocolata o qué quería hacer Chocolata ?
117499,True,childes,Mexican,Mexico,MOT-APA,&ajá .
117502,True,childes,Mexican,Mexico,MOT-APA,habla bien .
117506,True,childes,Mexican,Mexico,MOT-APA,cómo crees ?
117509,True,childes,Mexican,Mexico,MOT-APA,&unjú .
117521,True,childes,Mexican,Mexico,MOT-APA,vas bailar o qué vas a hacer ?
117529,True,childes,Mexican,Mexico,MOT-APA,y qué más ?
117532,True,childes,Mexican,Mexico,MOT-APA,por qué ?
117545,True,childes,Mexican,Mexico,MOT-APA,y así qué parecen ?
117546,True,childes,Mexican,Mexico,MOT-APA,&ajá .
117551,True,childes,Mexican,Mexico,MOT-APA,pues platícame quién la va a bailar ?
117553,True,childes,Mexican,Mexico,MOT-APA,"+, la de quién ?"
117558,True,childes,Mexican,Mexico,MOT-APA,&ajá y que más ?
117578,True,childes,Mexican,Mexico,MOT-APA,no ?
117585,True,childes,Mexican,Mexico,MOT-APA,"no, es que tenemos que platicar ."
117589,True,childes,Mexican,Mexico,MOT-APA,es que tenemos que platicar .
117605,True,childes,Mexican,Mexico,MOT-APA,sí ?
117612,True,childes,Mexican,Mexico,MOT-APA,"&ah, pues sí, verdad ?"
117646,True,childes,Mexican,Mexico,MOT-APA,ándale y luego qué más ?
117654,True,childes,Mexican,Mexico,MOT-APA,qué les dijiste ?
117673,True,childes,Mexican,Mexico,MOT-APA,"&ah es el teatro, y qué salen ahí ?"
117680,True,childes,Mexican,Mexico,MOT-APA,"a_ver qué, qué obras han sacado ahí en el teatro ?"
